cause,originalCause,status,item,profile,timeAfterActionMs,review,before,after,record,detailedTrace
CHAT-F14,CHAT-F14,confirmed,CHAT-088,cold-1440,27,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F14,CHAT-F14,confirmed,CHAT-088,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F14,CHAT-F14,confirmed,CHAT-088,warm-1440,29,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F14,CHAT-F14,confirmed,CHAT-088,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-088/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F15,CHAT-F15,confirmed,FILE-022,cold-1440,89,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F15,CHAT-F15,confirmed,FILE-022,cold-375,85,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F15,CHAT-F15,confirmed,FILE-022,warm-1440,41,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F15,CHAT-F15,confirmed,FILE-022,warm-375,49,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-022/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F16,CHAT-F16,confirmed,CHAT-G14,cold-1440,150,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F16,CHAT-F16,confirmed,CHAT-G14,cold-375,130,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F16,CHAT-F16,confirmed,CHAT-G14,warm-1440,98,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-F16,CHAT-F16,confirmed,CHAT-G14,warm-375,55,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G14/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-046,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-046/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-046/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-046/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-046,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-046/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-046/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-046/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-064,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-064/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-064/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-064/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-064,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-064/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-064/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-064/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-091,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/cold-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-091,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-091,warm-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/warm-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,CHAT-091,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-091/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-003,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-003/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-003/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-003/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-003,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-003/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-003/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-003/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-012,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-012/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-012/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-012/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-012,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-012/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-012/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-012/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-014,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-014/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-014/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-014/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-014,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-014/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-014/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-014/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-023,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/cold-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-023,cold-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/cold-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-023,warm-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/warm-1440/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q1,CHAT-Q1,question,FILE-023,warm-375,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/warm-375/250.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/FILE-023/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-049,warm-1440,3081,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-050,cold-1440,3366,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-050,warm-1440,2770,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-051,warm-1440,3074,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-052,cold-1440,3268,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-052,warm-1440,2792,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-066,cold-1440,100,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-066/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-066/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-066/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-066,warm-1440,39,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-066/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-066/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-066/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-067,cold-1440,97,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-067/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-067/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-067/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-067,warm-1440,34,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-067/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-067/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-067/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-068,cold-1440,67,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-068/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-068/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-068/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-068,warm-1440,31,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-068/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-068/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-068/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-079,warm-1440,3025,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-079/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-079/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-079/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-080,cold-1440,,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-080/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-080/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-080/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-081,cold-1440,229,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-081/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-081/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-081/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-104,cold-1440,194,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-104/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-104/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-104/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-G07,cold-1440,3353,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G07/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G07/cold-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G07/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-G07,warm-1440,2870,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G07/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G07/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G07/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q2,CHAT-Q2,question,CHAT-G10,warm-1440,3095,,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G10/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G10/warm-1440/settled.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-G10/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-049,cold-375,"1827,1915,2111,2294",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-049,warm-375,"1687,1771,1955,2121",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-049/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-050,cold-375,"1589,1692,1901,2106",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-050,warm-375,"1392,1475,1642,1826",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-050/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-051,cold-375,"1829,1927,2111,2249",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-051,warm-375,"1694,1777,1961,2076",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-051/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-052,cold-375,"1559,1655,1853,2051",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-052,warm-375,"1375,1459,1641,1808",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-052/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-053,cold-1440,"134,746,1325,1868,2412,3043",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-053,cold-375,"65,263,465,632,909,1060,1314,1465,1664,1864,2060,2259,2458,2659,2849,3061",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-053,warm-1440,"373,724,1074,1462,1825,2174,2524,2925",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-053,warm-375,"136,320,454,670,804,1037,1170,1354,1526,1719,1904,2074,2271,2453,2622,2807,2988,3171",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-053/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-054,cold-1440,"356,773,1211,1631,2089,2505,2906",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-054,cold-375,"73,273,458,607,841,990,1224,1372,1559,1755,1943,2138,2326,2522,2712,2904,3107",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-054,warm-1440,"337,702,1068,1485,1853,2222,2603,3019",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-054,warm-375,"140,257,472,607,824,957,1140,1324,1505,1673,1859,2056,2240,2426,2623,2809,2991",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-054/warm-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-056,cold-1440,"261,766,1195,1609,2019,2493,2914",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-056/cold-1440/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-056/cold-1440/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-056/cold-1440/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
CHAT-Q3,CHAT-Q3,question,CHAT-056,cold-375,"73,261,465,673,861,1058,1257,1442,1640,1825,2024,2210,2407,2606,2790,2927",,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-056/cold-375/before.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-056/cold-375/0.png,/Users/albin/Code/jori/dist/layout-hunt/before/chat/CHAT-056/cold-375/record.json,/Users/albin/Code/jori/dist/layout-hunt/chat-causes-all.json
